,encoding,probabilities
128,"[[ -9.551775  -16.465845   -2.9657524 -20.84724   -14.387241  -20.355726
  -15.894573  -24.03271    -9.302879  -20.013453  -12.071516  -10.978308
  -11.25544    -6.3762703 -18.333868  -12.368656   37.791725  -19.640747
   -9.069487  -14.131687   -7.3586273  -4.6108623  -8.684506  -17.450266
  -11.173436   -6.1090407  -2.9987547 -13.155832   -6.3686905  45.059742
  -12.957816  -19.965832   -5.0092373 -19.639801  -10.074359  -18.718117
  -20.160286  -20.62455   -12.662621   -5.6232486 -20.633205   29.844416
  -21.794779  -16.553125  -21.072716  -11.580236  -15.468448  -12.578819
  -20.246807   -7.7259007  -9.206004  -19.216915   -4.1961737 -19.059462
  -12.929521  -11.592351   -3.9311898  -0.5059011 -14.483887  -22.619476
   -4.7442975 -22.936293  -12.989599  -18.731318 ]]",[[1.]]
129,"[[-11.065428  -19.386698   -3.456174  -24.195372  -16.739098  -23.617662
  -18.441942  -27.894163  -11.005992  -23.195702  -14.244792  -12.74753
  -13.231378   -7.3979754 -21.260952  -14.549968   44.032547  -22.795866
  -10.452235  -16.354555   -8.509758   -5.2862215 -10.020256  -20.257963
  -12.932141   -7.0468774  -3.4765756 -15.4983635  -7.409881   52.51724
  -15.243072  -23.142878   -5.628649  -22.798946  -11.873139  -21.717783
  -23.376692  -24.376518  -14.680264   -6.5761766 -23.967375   34.71014
  -25.298841  -19.127022  -24.456005  -13.454246  -17.859594  -14.526066
  -23.445854   -8.955862  -10.684655  -22.279446   -4.655799  -22.082293
  -14.986707  -13.422684   -4.418394   -0.5740844 -16.759113  -26.327528
   -5.356944  -26.639027  -15.051426  -21.710552 ]]",[[1.]]
130,"[[ -32.473614     55.91646     -22.684662   -121.182045    -66.7056
  -115.0805      -76.70542    -101.13455      35.240932   -110.80796
    52.21175     -17.69863      62.62856       0.18623364 -112.856064
    45.116158     48.792915   -123.87571     -11.965883    -44.071728
     8.1613455   -11.181306    -87.8325      -95.08166     -60.275677
    65.185265    -28.816162     55.56983       5.1465406    66.01223
     7.448232   -107.96895      45.58196    -106.98191      49.790657
   -72.94556    -121.11874      44.153034    -74.56455     -17.169327
  -114.58795     -42.232132   -117.0464     -116.46584    -117.8454
   -43.71904     -91.250046   -106.855644   -110.36892      -0.8083601
   -59.01164    -109.78554      15.111061     -7.020098    -65.13577
   -15.8729105    -9.210018     -1.5697833   -97.42084    -127.25637
   -17.992174   -119.06814     -46.61544    -114.488945  ]]",[[3.826682e-13]]
131,"[[-20.675058    24.605373   -13.214592   -72.12859    -40.664932
  -68.73414    -46.449005   -62.54271     15.796521   -66.21956
   24.074614   -13.234811    30.030344    -2.0631173  -66.836105
   20.110004    38.62542    -73.19871     -9.431714   -28.326307
    1.866454    -7.419746   -50.076813   -56.977757   -36.1419
   33.094322   -16.427866    25.479893     0.56028056  50.340458
   -0.32725143 -64.69386     22.938568   -64.02903     23.466042
  -45.452194   -71.832085    16.741474   -44.28641    -11.121494
  -68.50915    -13.087739   -70.218155   -68.02338    -70.41925
  -27.407007   -54.230988   -61.720745   -66.099625    -3.1336527
  -34.814632   -65.468346     6.8003297   -9.976269   -39.36719
  -12.35274     -6.1409597   -1.0475274  -57.231857   -76.18997
  -11.184796   -71.67219    -29.269943   -67.81591   ]]",[[0.01711805]]
132,"[[-20.649017    19.573063   -12.693684   -70.39723    -40.095722
  -67.13592    -45.814327   -62.094616    12.843287   -64.71032
   19.949564   -14.055542    25.735413    -2.885611   -64.993
   16.217985    42.671444   -71.20884    -10.1312895  -28.573471
    0.554123    -7.457772   -47.848606   -55.74179    -35.284958
   29.71126    -15.616872    21.025194    -0.44013035  54.851738
   -2.8290784  -63.285217    20.758572   -62.652805    19.800962
  -45.362034   -69.99173     11.340139   -43.010372   -11.21501
  -66.986595    -6.839704   -68.828354   -65.62951    -68.86938
  -27.295967   -52.756138   -59.391613   -64.6312      -4.1494174
  -33.84814    -63.924248     5.9552846  -12.420306   -38.57644
  -13.297272    -6.1393957   -1.041361   -55.55266    -74.6364
  -10.956707   -70.38525    -29.192673   -65.94042   ]]",[[0.9265124]]
133,"[[-19.520708    25.213491   -12.596043   -68.51231    -38.473755
  -65.297874   -43.88865    -59.180706    16.10555    -62.91208
   24.29234    -12.217425    29.947918    -1.6900332  -63.60849
   20.496735    34.67863    -69.61058     -8.704087   -26.611734
    2.1991997   -7.023914   -47.980732   -54.095055   -34.34462
   32.343655   -15.754749    25.759731     0.8490284   45.509296
    0.77049536 -61.432274    22.140892   -60.78965     23.531431
  -42.797527   -68.27963     18.050356   -42.194656   -10.417249
  -65.05717    -14.632666   -66.60024    -64.97043    -66.84538
  -25.867008   -51.704433   -58.967037   -62.808372    -2.6201012
  -33.101337   -62.20457      6.458692    -8.609941   -37.37937
  -11.382102    -5.90961     -1.0269367  -54.506714   -72.24833
  -10.723345   -67.93698    -27.617552   -64.53803   ]]",[[0.00125035]]
134,"[[-18.654062    25.06352    -12.067517   -65.61089    -36.77392
  -62.543526   -41.905426   -56.635506    15.979848   -60.27002
   23.96286    -11.572432    29.388855    -1.5135348  -60.993374
   20.317207    32.212666   -66.69269     -8.263596   -25.362717
    2.2832794   -6.737443   -46.143295   -51.79328    -32.893085
   31.367802   -15.143011    25.43316      0.92955834  42.44355
    1.3001786  -58.841534    21.258862   -58.199116    23.1253
  -40.81987    -65.41783     18.390312   -40.484703    -9.887381
  -62.3064     -15.019242   -63.725838   -62.396618   -63.995975
  -24.712593   -49.65505    -56.661015   -60.172504    -2.3746266
  -31.701437   -59.587692     6.081516    -7.9006486  -35.804115
  -10.78241     -5.740289    -1.0104436  -52.287056   -69.13351
  -10.364896   -64.9963     -26.382147   -61.874016  ]]",[[0.00038638]]
135,"[[-20.739756    19.438534   -12.727577   -70.63421    -40.2509
  -67.36592    -45.988426   -62.360058    12.768123   -64.928795
   19.853014   -14.154499    25.659483    -2.935265   -65.200096
   16.118523    43.042545   -71.43878    -10.2073345  -28.712402
    0.50337607  -7.4933476  -47.967422   -55.93652    -35.40294
   29.692556   -15.649118    20.920406    -0.48515743  55.2982
   -2.9532452  -63.501873    20.754654   -62.871674    19.726995
  -45.55931    -70.22276     11.144051   -43.145237   -11.269449
  -67.219536    -6.592375   -69.075745   -65.81526    -69.108925
  -27.412275   -52.930214   -59.55233    -64.85508     -4.209097
  -33.956547   -64.14082      5.944061   -12.5895405  -38.71239
  -13.400537    -6.1650996   -1.0452942  -55.725742   -74.90271
  -10.993607   -70.642204   -29.32015    -66.15016   ]]",[[0.94464254]]
136,"[[-20.579348    24.297152   -13.139537   -71.75396    -40.46631
  -68.37779    -46.22651    -62.237232    15.607375   -65.87944
   23.81153    -13.201344    29.734612    -2.0821443  -66.47691
   19.867086    38.616577   -72.81153     -9.408378   -28.20782
    1.806025    -7.3756576  -49.76891    -56.684566   -35.95361
   32.831463   -16.325655    25.192682     0.5198676   50.3037
   -0.43061754 -64.3608      22.775587   -63.702       23.226366
  -45.2519     -71.45733     16.45287    -44.044525   -11.077879
  -68.15752    -12.805707   -69.86272    -67.63578    -70.05783
  -27.28268    -53.92668    -61.373196   -65.755745    -3.1610546
  -34.629177   -65.12637      6.7566347  -10.002209   -39.1696
  -12.325494    -6.1020126   -1.0431006  -56.925472   -75.81019
  -11.116969   -71.31381    -29.1363     -67.45135   ]]",[[0.02268797]]
137,"[[ -33.046165     57.080093    -23.089394   -123.38548     -67.905594
  -117.17202     -78.08765    -102.97936      35.98635    -112.82442
    53.2663      -17.982557     63.883995      0.22510457 -114.91356
    46.04815      49.553574   -126.13454     -12.157051    -44.85261
     8.3601055   -11.384102    -89.47766     -96.80654     -61.36293
    66.44498     -29.341896     56.699528      5.2826686    67.06745
     7.666308   -109.92418      46.43477    -108.929375     50.791737
   -74.24165    -123.32502      45.118847    -75.92434     -17.45993
  -116.671104    -43.137062   -119.17305    -118.61354    -119.99315
   -44.492653    -92.93554    -108.83092    -112.377594     -0.7693092
   -60.08261    -111.78368      15.378713     -7.1091666   -66.309746
   -16.138378     -9.389299     -1.5989016   -99.215485   -129.55511
   -18.327148   -121.23043     -47.45015    -116.57472   ]]",[[1.8246636e-13]]
138,"[[-10.616511  -18.026619   -3.313429  -23.001572  -15.942445  -22.508812
  -17.441908  -26.510828  -10.319255  -22.093578  -13.2468605 -12.227006
  -12.367079   -7.1101766 -20.251127  -13.531407   41.374413  -21.669167
  -10.082333  -15.563733   -8.165957   -5.1091027  -9.475318  -19.307667
  -12.386848   -6.7599835  -3.3678372 -14.413536   -7.1563644  49.37032
  -14.198591  -22.041553   -5.633884  -21.727818  -11.046674  -20.536732
  -22.23251   -22.64592   -14.098101   -6.2915945 -22.81427    32.696964
  -24.04225   -18.285122  -23.25399   -12.870537  -17.09495   -13.783164
  -22.349669   -8.584642  -10.174078  -21.226223   -4.7101536 -21.000366
  -14.317131  -12.874118   -4.3555474  -0.5722507 -15.88911   -24.96206
   -5.259208  -25.308264  -14.37582   -20.707895 ]]",[[1.]]
139,"[[ -9.396914  -15.961103   -2.91739   -20.427023  -14.113912  -19.968418
  -15.536033  -23.551535   -9.051908  -19.629583  -11.697684  -10.804637
  -10.935865   -6.2796183 -17.983786  -11.98833    36.820847  -19.24454
   -8.94467   -13.8539     -7.2418947  -4.5539694  -8.488777  -17.120298
  -10.988783   -6.011247   -2.9653347 -12.751482   -6.2893867  43.911827
  -12.57045   -19.58423    -5.030247  -19.270481   -9.769125  -18.296171
  -19.758005  -19.986752  -12.469156   -5.5262384 -20.22969    29.11308
  -21.35318   -16.259691  -20.646688  -11.384871  -15.209554  -12.321545
  -19.8638     -7.6038985  -9.028465  -18.847923   -4.2284646 -18.682224
  -12.697606  -11.403151   -3.9172425  -0.5035949 -14.175335  -22.13997
   -4.7214046 -22.46836   -12.753617  -18.385927 ]]",[[1.]]
140,"[[-10.581613   -18.602053    -3.3047516  -23.175562   -16.020588
  -22.617594   -17.684809   -26.686962   -10.547842   -22.22222
  -13.661798   -12.194995   -12.688575    -7.0709496  -20.357534
  -13.957225    42.23431    -21.826736   -10.005357   -15.675924
   -8.144268    -5.0606174   -9.605888   -19.389524   -12.377063
   -6.757062    -3.3221052  -14.863662    -7.078975    50.367245
  -14.619544   -22.166174    -5.3917084  -21.826128   -11.389935
  -20.82272    -22.392565   -23.364061   -14.04477     -6.2890244
  -22.944872    33.29532    -24.223804   -18.3078     -23.420895
  -12.8717575  -17.095036   -13.93387    -22.455545    -8.5735855
  -10.226374   -21.334091    -4.462061   -21.147125   -14.343469
  -12.841741    -4.233306    -0.55148023 -16.061766   -25.210543
   -5.134609   -25.515419   -14.415718   -20.79142   ]]",[[1.]]
141,"[[-10.934218  -18.988081   -3.4172742 -23.757538  -16.479548  -23.23327
  -18.069225  -27.323267  -10.870905  -22.808762  -13.944266  -12.6092
  -13.015667   -7.3347926 -20.889318  -14.247331   43.09321   -22.380901
  -10.351432  -16.074026   -8.439278   -5.2145476  -9.737962  -19.91898
  -12.760583   -7.003405   -3.4672358 -15.18646    -7.3768463  51.416454
  -14.916615  -22.759365   -5.6732297 -22.425985  -11.63055   -21.26973
  -22.963076  -23.846884  -14.499346   -6.504093  -23.556799   34.031216
  -24.838552  -18.8018    -24.011944  -13.277981  -17.535364  -14.218847
  -23.043604   -8.884635  -10.496605  -21.89078    -4.6840444 -21.669205
  -14.772094  -13.257306   -4.3903937  -0.577895  -16.399963  -25.830353
   -5.321054  -26.163237  -14.830892  -21.350855 ]]",[[1.]]
142,"[[-10.672461   -18.79974     -3.3285992  -23.360605   -16.141924
  -22.79028    -17.842075   -26.929552   -10.617986   -22.396233
  -13.806733   -12.283328   -12.824505    -7.1411495  -20.519861
  -14.115405    42.654064   -22.01236    -10.077895   -15.807242
   -8.222022    -5.096817    -9.690995   -19.544514   -12.471985
   -6.814199    -3.3435998  -15.029749    -7.1234765   50.8662
  -14.768557   -22.346075    -5.416699   -22.001432   -11.507725
  -21.0081     -22.58432    -23.591446   -14.1357975   -6.3288026
  -23.134043    33.638706   -24.43338    -18.469322   -23.615505
  -12.967892   -17.22376    -14.045387   -22.636654    -8.646508
  -10.307673   -21.504454    -4.482826   -21.34032    -14.468536
  -12.952226    -4.2715645   -0.55861557 -16.207397   -25.414679
   -5.1661     -25.72993    -14.524735   -20.940418  ]]",[[1.]]
143,"[[ -8.830216  -14.959858   -2.7584505 -19.005331  -13.188838  -18.636225
  -14.383156  -21.956186   -8.57511   -18.292315  -10.928628  -10.167555
  -10.326131   -5.959705  -16.76409   -11.24028    34.272873  -17.913765
   -8.386817  -12.9332905  -6.875633   -4.2254767  -7.7938957 -15.9900675
  -10.287656   -5.6998463  -2.8193831 -11.980783   -6.0011363  40.91079
  -11.748827  -18.27278    -4.8093257 -17.975716   -9.138449  -16.974392
  -18.397888  -18.713339  -11.697698   -5.205837  -18.877079   27.14966
  -19.900606  -15.176622  -19.23231   -10.675198  -14.1370325 -11.408547
  -18.51932    -7.2200603  -8.411791  -17.568007   -4.016473  -17.364416
  -11.909147  -10.704391   -3.6540802  -0.4903238 -13.14585   -20.630894
   -4.3921337 -20.929543  -11.915248  -17.14773  ]]",[[1.]]
144,"[[-11.268134  -19.627533   -3.522805  -24.513533  -17.004606  -23.965187
  -18.6571    -28.1895    -11.238973  -23.525326  -14.432654  -12.994996
  -13.437431   -7.548926  -21.548334  -14.727158   44.496983  -23.09643
  -10.655744  -16.566776   -8.682049   -5.3679476 -10.050415  -20.545372
  -13.148707   -7.198452   -3.5681548 -15.699542   -7.5936832  53.089508
  -15.425857  -23.470007   -5.791562  -23.134491  -12.027022  -21.955362
  -23.689463  -24.673187  -14.947607   -6.712123  -24.307268   35.114655
  -25.626665  -19.379019  -24.776844  -13.691951  -18.07634   -14.66334
  -23.764118   -9.145804  -10.833433  -22.579876   -4.774981  -22.352192
  -15.224101  -13.662028   -4.49756    -0.5933861 -16.915861  -26.668327
   -5.4551024 -26.996134  -15.287392  -22.02149  ]]",[[1.]]
145,"[[-10.026539  -16.720055   -3.1223636 -21.619532  -14.98432   -21.175991
  -16.367365  -24.892612   -9.589473  -20.79545   -12.276274  -11.541794
  -11.499075   -6.7211533 -19.053196  -12.558116   38.655075  -20.370855
   -9.554348  -14.641486   -7.717679   -4.8456197  -8.887996  -18.165522
  -11.69315    -6.386463   -3.1979604 -13.364405   -6.762017   46.128223
  -13.177934  -20.748125   -5.440996  -20.446953  -10.24359   -19.259089
  -20.91001   -20.964705  -13.308397   -5.9125004 -21.45324    30.590485
  -22.59387   -17.246845  -21.852272  -12.124834  -16.121454  -12.965242
  -21.040392   -8.110112   -9.560946  -19.967968   -4.5733633 -19.745033
  -13.504935  -12.154287   -4.196137   -0.5519851 -14.927027  -23.422283
   -5.047451  -23.771852  -13.547689  -19.495985 ]]",[[1.]]
146,"[[-11.051626   -19.50619     -3.4549644  -24.193186   -16.735899
  -23.609173   -18.465714   -27.857044   -11.062785   -23.194088
  -14.335578   -12.738488   -13.306967    -7.394786   -21.24814
  -14.637858    44.15506    -22.792822   -10.434376   -16.355135
   -8.510691    -5.2642603   -9.997959   -20.246132   -12.9167
   -7.0537763   -3.4720557  -15.591       -7.401335    52.663372
  -15.322708   -23.140036    -5.585863   -22.793842   -11.947015
  -21.741018   -23.381428   -24.505854   -14.660542    -6.5802355
  -23.966064    34.807182   -25.295376   -19.10148    -24.455805
  -13.446451   -17.814121   -14.520187   -23.430197    -8.962392
  -10.675057   -22.266808    -4.605652   -22.072989   -14.98342
  -13.414042    -4.3914948   -0.57548606 -16.75633    -26.33515
   -5.3262186  -26.646704   -15.046009   -21.691744  ]]",[[1.]]
147,"[[ -8.854707   -14.416755    -2.7849827  -19.030745   -13.189298
  -18.68914    -14.306846   -22.064829    -8.265635   -18.304163
  -10.541152   -10.15151     -9.931396    -5.944662   -16.827782
  -10.841174    33.717186   -17.960289    -8.391208   -12.897745
   -6.811056    -4.259986    -7.9175234  -16.03396    -10.330637
   -5.5407114   -2.8453722  -11.548892    -5.981722    40.264977
  -11.422439   -18.285658    -4.8345685  -18.006214    -8.8010845
  -16.889095   -18.414385   -18.131441   -11.776642    -5.1920233
  -18.90743     26.602083   -19.92219    -15.294813   -19.269646
  -10.68217    -14.289518   -11.4686775  -18.586931    -7.168046
   -8.460472   -17.628242    -4.1351643  -17.271832   -11.924558
  -10.689763    -3.7232292   -0.50700724 -13.176327   -20.637194
   -4.470822   -20.931612   -11.89885    -17.217962  ]]",[[1.]]
148,"[[ -9.903542   -17.14976     -3.081594   -21.619303   -14.936733
  -21.110104   -16.47959    -24.902655    -9.720236   -20.74965
  -12.579491   -11.3974285  -11.72044     -6.613032   -19.008171
  -12.877068    39.221455   -20.363043    -9.3922     -14.64039
   -7.628303    -4.764545    -8.974039   -18.099035   -11.581876
   -6.331156    -3.1145735  -13.703159    -6.6202006   46.773346
  -13.487559   -20.701181    -5.157612   -20.371372   -10.495562
  -19.404285   -20.898647   -21.50546    -13.137476    -5.852724
  -21.405027    30.961988   -22.599695   -17.137201   -21.848158
  -12.020685   -16.012018   -13.020859   -20.980875    -8.019824
   -9.546154   -19.92104     -4.2991242  -19.750063   -13.406068
  -12.016739    -4.0384207   -0.52092767 -14.997426   -23.477133
   -4.883526   -23.788614   -13.470053   -19.422388  ]]",[[1.]]
